Sector,Industry Code,Industry Name,InvDiff_21H2,InvDiff_22H1,InvDiff_22H2,InvDiff_23H1
Consumer Staples (30),30301010,Household Products,0.8283490984318433,-2.759478738565747,9.758855561912881,-6.120496955118583
Cons. Discretionary (25),25201050,Housewares & Specialties,132.40249153768877,102.65482234659794,97.19439877290506,-7.338919738073855
Industrials (20),20202010,Human Resource & Employment Services,1.65231886630163,0.013091934022400054,-0.7877868834656998,-0.4397643146811503
Materials (15),15101040,Industrial Gases,-0.9623924736825131,-3.2970295639482146,-1.2073951026565126,6.017028975009815
Industrials (20),20106020,Industrial Machinery & Supplies & Components,1224.3033418121668,650.6987191784938,1496.0897954891334,1300.012408235183
Comm. Services (50),50101020,Integrated Telecommunication Services,77.45907196786175,61.68383934167923,134.54179437362745,134.51333969270354
Info. Technology (45),45102030,Internet Services & Infrastructure,-0.6535621881484985,6.526348876878529e-07,6.700000000359196e-07,6.399999999961992e-07
Cons. Discretionary (25),25301030,Leisure Facilities,-2.3276488413931133,-2.053484006427155,-1.4723845590355609,2.2432427973881914
Cons. Discretionary (25),25202010,Leisure Products,0.0739963534394974,5.482077426467555,-0.9025041674397869,-1.1089146185576624
Health Care (35),35203010,Life Sciences Tools & Services,100.14652395996563,123.40066257405124,239.22217195818848,474.452886999401
Industrials (20),20305030,Marine Ports & Services,-5.9741861835439245,3.081471968665422,-3.4711107772194403,0.7399614960120857
Industrials (20),20303010,Marine Transportation,155.12085752396808,41.454135891858414,45.660437065814676,-5.8065325791847044
Materials (15),15103010,"Metal, Glass & Plastic Containers",65.48224560303288,23.120093645761244,122.4928785793926,26.00780997790696
Cons. Discretionary (25),25102020,Motorcycle Manufacturers,54.07884667110966,6.553276843956951,78.56054629426416,-0.768731819792265
Comm. Services (50),50202010,Movies & Entertainment,27.89288650910737,1.9220456342305852,11.759471771452127,-9.472517442204321
Industrials (20),20201060,Office Services & Supplies,15.01998419906181,9.659543106201113,32.46424071974275,7.799486873725584
Energy (10),10101010,Oil & Gas Drilling,-1.7621828737738099,2.9996961565713463,5.867869312864073,7.097741935780348
Energy (10),10101020,Oil & Gas Equipment & Services,-12.705100092962653,6.374441235158201,-0.9629288504157216,9.434404168050378
Energy (10),10102020,Oil & Gas Exploration & Production,-9.996887277567623,16.801573032185345,19.62328783571273,0.08771205245807323
Energy (10),10102030,Oil & Gas Refining & Marketing,-157.25663015855753,1557.0210043468323,-939.7286984467391,387.9244671201923
Energy (10),10102040,Oil & Gas Storage & Transportation,69.61857755573146,87.78914609415051,338.6620785360187,151.20496493584278
Cons. Discretionary (25),25504040,Other Specialty Retail,58.718189362056364,35.79406871888227,16.557180329389894,0.7332266445413325
Consumer Staples (30),30202030,Packaged Foods & Meats,341.01370471399514,96.20363438008917,581.4334690627338,-77.82543025247105
Materials (15),15103020,Paper & Plastic Packaging Products & Materials,104.67543613849875,35.62237805026689,138.80156318244417,39.32148437429851
Materials (15),15105020,Paper Products,50.3469449576794,73.16762938905231,86.97879728888961,72.12195369272195
Industrials (20),20302010,Passenger Airlines,121.52601653532452,50.820505655550505,104.46265126442916,62.71425348462685
Consumer Staples (30),30302010,Personal Care Products,1.866540766242295,2.4707764714622513,2.8595863067683,0.951093774685134
Health Care (35),35202010,Pharmaceuticals,154.89389782092826,50.56649689379492,275.1334012615139,47.945602895134925
Comm. Services (50),50201040,Publishing,57.93112142974701,-18.64239830950271,35.779207596340484,-14.372456465851087
Industrials (20),20304010,Rail Transportation,28.038069230011104,17.747836278151567,27.206394260865807,45.41384618735282
Utilities (55),55105020,Renewable Electricity,783.4280813742153,212.44938746562912,1267.8015033578886,358.99805600055697
Industrials (20),20202020,Research & Consulting Services,110.6671728679321,269.11574418301643,215.0867371484528,229.5120775148398
Cons. Discretionary (25),25301040,Restaurants,15.136752704219987,8.535880299271355,32.68613649013321,2.321369291399577
Industrials (20),20201080,Security & Alarm Services,27.749472146534515,17.65876950457171,19.99438075975229,-3.0817831972256613
Info. Technology (45),45301020,Semiconductors,1113.238295135825,837.8512758418947,1183.6774255880518,610.0618899219189
Consumer Staples (30),30201030,Soft Drinks & Non-alcoholic Beverages,6.9427381836638915,-2.2350379361360524,28.23917299197649,3.218759589233173
Cons. Discretionary (25),25302020,Specialized Consumer Services,0.5216250649263805,0.23130607790005997,0.5643292890258669,1.9758966989312885
Materials (15),15101050,Specialty Chemicals,34.26437797065205,40.19718391801405,32.185329893810035,36.281730103120594
Materials (15),15104050,Steel,1500.9938756850352,1311.3743798977775,2083.085925334446,1369.3177881072043
Info. Technology (45),45203030,Technology Distributors,118.66314034885909,173.0147355918025,358.13719984211275,56.25804053464162
Info. Technology (45),45202030,"Technology Hardware, Storage & Peripherals",397.1282696061212,273.0573356109021,-183.74664782352238,42.36639076012489
Cons. Discretionary (25),25203030,Textiles,163.47130863529014,83.84410808921575,85.7427882333418,78.7726100501186
Cons. Discretionary (25),25101020,Tires & Rubber,31.45822073362916,10.218694780124508,21.57239113054254,0.008322355528036951
Industrials (20),20107010,Trading Companies & Distributors,295.4596607164176,188.90907505096766,420.5537721529272,389.5003550989268
Utilities (55),55104010,Water Utilities,45.097938455042254,14.941053923320908,49.25450832317506,18.88017856072696
Comm. Services (50),50102010,Wireless Telecommunication Services,111.67263484274889,61.0277997028125,-38.07106559763673,14.052208167988255
