Supplier_Industry,Advertising,Aerospace & Defense,Agricultural & Farm Machinery,Agricultural Products & Services,Air Freight & Logistics,Airport Services,Aluminum,Apparel Retail,"Apparel, Accessories & Luxury Goods",Automobile Manufacturers,Automotive Parts & Equipment,Automotive Retail,Biotechnology,Brewers,Building Products,Cable & Satellite,Casinos & Gaming,Coal & Consumable Fuels,Commercial Printing,Commodity Chemicals,Communications Equipment,Computer & Electronics Retail,Construction & Engineering,Construction Machinery & Heavy Transportation Equipment,Construction Materials,Consumer Electronics,Consumer Staples Merchandise Retail,Copper,Distillers & Vintners,Distributors,Diversified Chemicals,Diversified Metals & Mining,Diversified Support Services,Drug Retail,Education Services,Electric Utilities,Electrical Components & Equipment,Electronic Components,Electronic Equipment & Instruments,Environmental & Facilities Services,Fertilizers & Agricultural Chemicals,Food Distributors,Food Retail,Footwear,Forest Products,Gas Utilities,Gold,Health Care Distributors,Health Care Equipment,Health Care Facilities,Health Care Services,Health Care Supplies,Health Care Technology,Heavy Electrical Equipment,Highways & Railtracks,Home Furnishings,Home Improvement Retail,Homebuilding,Homefurnishing Retail,"Hotels, Resorts & Cruise Lines",Household Appliances,Household Products,Housewares & Specialties,Human Resource & Employment Services,Industrial Gases,Industrial Machinery & Supplies & Components,Integrated Telecommunication Services,Internet Services & Infrastructure,Leisure Facilities,Leisure Products,Life Sciences Tools & Services,Marine Ports & Services,Marine Transportation,"Metal, Glass & Plastic Containers",Motorcycle Manufacturers,Movies & Entertainment,Office Services & Supplies,Oil & Gas Drilling,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Oil & Gas Refining & Marketing,Oil & Gas Storage & Transportation,Other Specialty Retail,Packaged Foods & Meats,Paper & Plastic Packaging Products & Materials,Paper Products,Passenger Airlines,Personal Care Products,Pharmaceuticals,Publishing,Rail Transportation,Renewable Electricity,Research & Consulting Services,Restaurants,Security & Alarm Services,Semiconductors,Soft Drinks & Non-alcoholic Beverages,Specialized Consumer Services,Specialty Chemicals,Steel,Technology Distributors,"Technology Hardware, Storage & Peripherals",Textiles,Tires & Rubber,Trading Companies & Distributors,Water Utilities,Wireless Telecommunication Services
Brewers,0.0,0.0,0.0,0.0,2797722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381821975.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574981.57,0.0,0.0,26509474.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351814.16,0.0,0.0,2150519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18479000.0,0.0,0.0,504892.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Products,0.0,300000.0,0.0,0.0,5223011.64,2509905.16,3436206.62,150490.14,13800439.69,319737257.98,35320303.71,0.0,85477129.23,181981455.11,2185916640.69,0.0,0.0,0.0,0.0,5224981.609999999,65202707.03,0.0,674876385.92,22734289.759999998,6484.96,0.0,0.0,23835.36,75645109.14,0.0,370416291.54,114409.46,6988100.0,0.0,399939.59,289702.23,149097185.97,6164408.11,18176451.29,29267107.330000002,0.0,0.0,0.0,0.0,0.0,167124440.45,0.0,0.0,0.0,0.0,0.0,97339.55,217659857.82999998,5929236.63,3745694.46,1973300.72,0.0,0.0,0.0,53200.0,0.0,0.0,2459970.72,0.0,12491739.74,77270644.7,137600.0,0.0,0.0,0.0,5635348.05,0.0,2177959.41,0.0,0.0,44000.0,0.0,0.0,0.0,0.0,9463487.46,0.0,0.0,2805921.59,0.0,11332.74,0.0,0.0,0.0,0.0,0.0,9893741.06,646750645.37,0.0,0.0,53347431.5,0.0,0.0,0.0,77482.3,7390479.6899999995,0.0,242924.54,2404524.91,3073466.9300000006,2093846.88,0.0
Cable & Satellite,144560081.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3776506.7199999997,0.0,0.0,0.0,0.0,0.0,1711365.09,453690006.13,0.0,0.0,109700.3,3152287.53,326234.66,0.0,22971399.4,0.0,0.0,43185500.0,0.0,0.0,0.0,55785.5,2956800.64,0.0,63381.29,14869115.44,0.0,0.0,410312.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3794.88,0.0,0.0,0.0,0.0,0.0,53222706.949999996,0.0,0.0,0.0,0.0,0.0,0.0,2264.12,1479956.5,0.0,0.0,0.0,0.0,71099.7,1115060.91,0.0,0.0,0.0,860931.22,0.0,0.0,0.0,0.0,45289412.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6228.82,0.0,0.0,0.0,0.0,1310645.7,1410235.43,0.0,0.0,1712858.08,0.0,0.0,3696729.37,0.0,0.0,0.0,70434556.08,2705824.4299999997,0.0,0.0,0.0,12.02,0.0,0.0
Casinos & Gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal & Consumable Fuels,0.0,0.0,0.0,0.0,864231.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374341302.69,0.0,3305362.48,0.0,0.0,0.0,0.0,400523.77,0.0,0.0,0.0,0.0,285890.0,0.0,281660.79,0.0,0.0,0.0,0.0,0.0,0.0,1462531.56,0.0,5379952.76,0.0,0.0,0.0,0.0,87638900.0,0.0,0.0,0.0,0.0,4160732.93,433610.84,1238403.7599999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23584.91,0.0,0.0,1817052.15,0.0,0.0,0.0,0.0,374677.9,0.0,3465532.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4325100.2,0.0,0.0,0.0,0.0,0.0,2732365.17,0.0,0.0,0.0,28886.800000000003,0.0,0.0,0.0,821637484.4,0.0,0.0,0.0,0.0,0.0,330973.46,0.0
Commercial Printing,5021373.17,1873656.1,0.0,0.0,5637975.07,9683.02,6438195.35,0.0,0.0,0.0,11081157.62,0.0,0.0,0.0,300800.0,569254.71,0.0,0.0,72905784.43,3404654.42,14698163.45,0.0,0.0,37033545.28,668038933.96,0.0,80331785.76,0.0,0.0,0.0,0.0,189284.96,279934.04,0.0,0.0,11027259.53,62513458.080000006,0.0,5960177.539999999,3071375.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163472487.62,655682.0900000001,0.0,10724898.28,0.0,0.0,242371.33,220199.37,0.0,0.0,0.0,0.0,0.0,44110084.199999996,0.0,0.0,0.0,0.0,1630432.1300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137159.26,0.0,642938.44,0.0,0.0,0.0,20684285.57,12905441.16,211979.87,5001607.81,0.0,0.0,3348225.04,0.0,0.0,207628.1,0.0,50943.42,0.0,0.0,6531556.17,568691.36,0.0,0.0
Commodity Chemicals,0.0,18997077.06,0.0,106082334.18,132215.03,37001862.18,359035644.4,9468180.03,19376327.89,350127.16,440008248.42,808744078.62,260920476.92,0.0,10920087.18,344893.27,0.0,86646365.19,1264000.0,14890212744.44,8630187.73,0.0,369430918.2,1062594436.93,211379043.42000002,190400810.09,0.0,30850077.07,104149177.88,16389284.010000002,2073324390.68,1423241349.67,1136658.67,89640.0,0.0,770418126.29,680652440.79,1377372.0599999998,457991274.62,472798848.37,2668507332.57,0.0,0.0,0.0,23584.9,252227341.26000002,28446544.02,0.0,147398.23,0.0,4549298.13,59626652.58,443278194.29,490165606.86,22776476.18,43093553.839999996,0.0,0.0,0.0,2084232.5899999999,73619577.86000001,0.0,398293940.98,0.0,24450279.87,573550022.8,129287628.77000001,0.0,0.0,0.0,1065915636.94,0.0,0.0,147090613.29999998,29146193.15,30872.0,112330.0,0.0,379870.49,0.0,350990402.40999997,202263252.81,0.0,64454088.09,223769615.85,81844639.44,102828900.0,0.0,34536566.07,5210782.199999999,4768224.44,940063090.64,242248982.29,0.0,0.0,453452651.58,458676164.66,0.0,80764811.34,2390185434.69,48485679.08,521180822.42999995,149709611.03,131991517.09,104788323.97,0.0,0.0
Communications Equipment,0.0,19741208.82,0.0,1809090.97,0.0,0.0,78834335.39,0.0,5799099.029999999,3681763.66,922851825.09,0.0,3238584.91,0.0,0.0,952066.36,0.0,132526.41,0.0,36528319.22,1091720952.83,75138361.95,310895161.49,188223302.17,97654052.42,2897887.48,0.0,13556757.129999999,779324.0,0.0,400596729.66,8335649.19,9136434.84,150398835.91,0.0,1221416.87,249726986.68,22803123.31,572404333.84,6453189.390000001,751807665.5200001,2449668.93,0.0,33417447.35,102743.58,252081.14,0.0,460919.08,0.0,0.0,0.0,214523738.22,917581963.15,120851962.22,0.0,4587927.73,0.0,0.0,0.0,1873385.3199999998,23395206.619999997,0.0,8861500.049999999,0.0,0.0,1232167123.27,102412335.66,0.0,0.0,0.0,612083545.26,434375.54,37210359.43,0.0,0.0,0.0,34817281.0,0.0,0.0,157296.76,0.0,0.0,1059553.74,138645271.24,1906272.57,6780335.22,0.0,10012266.87,60371761.29,2627278.52,4230.19,399504087.03999996,1163844713.27,0.0,0.0,211790847.31,0.0,0.0,0.0,653297391.14,37712080.81,36475015.61,23732825.91,4498113.7,2284138.66,245878.22,0.0
Computer & Electronics Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142763.0,5496458.0,43953030.379999995,0.0,0.0,0.0,4647663.23,0.0,0.0,0.0,0.0,0.0,0.0,14659033.29,81959737.04,0.0,532358.47,181019.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239207.92,0.0,9502636.74,0.0,0.0,0.0,541125.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044617.4300000002,0.0,0.0,0.0,0.0,0.0,0.0,95054.54,0.0,0.0,0.0,0.0,0.0,963473.73,0.0,0.0,0.0,0.0,100485.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224529.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758999.3399999999,0.0,0.0
Construction & Engineering,2731581.92,28301.89,127901.89,2296943517.43,162471465.31,527306065.6,226784857.17000002,1653867.92,26320364.04,388410785.61,312452170.38,372225827.09000003,568174000.0,0.0,27529242.79,111005600.94000001,0.0,381891.77,0.0,727105116.23,3662959918.48,489707.31,109568472972.64,314835152.38,760784744.39,570187.8,521773.58,31102755.669999998,218696165.04000002,364721504.34000003,68822730.39999999,71032160.29,1082879377.67,0.0,0.0,487552185.65999997,2225989279.2799997,25932939.77,907971212.96,1775615088.6000001,283144243.43,2358979.25,131862702.41,159900.0,0.0,133249023.45,13169340.3,0.0,9693565.61,0.0,0.0,2732987.35,3154526489.84,87514616.86,3963121184.93,3098808.85,0.0,0.0,190631222.7,325176320.33000004,37494.28,4779188.08,41570320.58,0.0,0.0,1941580735.1399999,239441513.48,0.0,0.0,1742668.7300000002,286521136.38,1774305.56,51067288.17,138565892.27,3393807.17,90811052.35000001,1105237.19,0.0,107046074.35,7769.0,72599630.42999999,54869611.31,128930.82,662671211.01,334546391.67,459646012.69,15000000.0,0.0,47847265.19,0.0,641882110.26,2060395674.3899999,195836225.9,57910.94,2852223.81,1585192554.49,0.0,0.0,3271955.08,775760720.66,49204285.95,557.52,25080884.61,50631508.89,336212142.23,62584633.67,0.0
Construction Machinery & Heavy Transportation Equipment,0.0,594316738.88,0.0,0.0,700535522.42,0.0,0.0,0.0,0.0,30897841.17,215758976.8,0.0,34097.35,0.0,6745077.36,0.0,0.0,0.0,1471330.97,414589726.73,43991327.42,0.0,263106961.61,4387542155.04,17989412.18,975912021.92,0.0,0.0,0.0,15250528.31,287439422.76,479341105.78000003,851992.7999999999,0.0,0.0,58066314.36,282813348.21,16672039.94,591430205.45,299087520.16,0.0,0.0,0.0,202230.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46667121.41,168965963.52,786321637.1,0.0,0.0,0.0,0.0,0.0,124587492.82,0.0,0.0,38399275.04000001,0.0,0.0,5172816096.3,2253888.67,0.0,0.0,0.0,154092.21,0.0,183509.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346857442.24,60256636.59,57071831.96,0.0,0.0,361698065.03000003,0.0,57386239.05,59121680.830000006,4258719.029999999,0.0,20224611.82,797510129.97,0.0,0.0,0.0,187960927.71,150395818.60999998,744034.26,5571301.48,17544911.12,378838.15,0.0,0.0
Construction Materials,1573061.92,0.0,24319466.99,684307099.68,1962918.7200000002,0.0,0.0,0.0,47768168.81,35201659.12,52334824.72,0.0,128484.96,26651417.27,36718160.07,0.0,0.0,0.0,3575627.35,267571817.46,309846070.52000004,1314990.0,1135751054.7,4506191.4,3229010410.64,0.0,0.0,0.0,41771291.46,11552438.0,106531806.28,168480150.65,2654510.54,0.0,57818.13,13544072.129999999,413405507.59,7115774.19,5308676.27,132571625.68,419109119.54,394949.55,0.0,0.0,0.0,0.0,83156120.54,0.0,0.0,0.0,8504912.43,331051.32,1147335599.53,75279477.91,262855.81,17247.71,0.0,0.0,0.0,0.0,380506.13,0.0,2126380.16,0.0,4163100.0,1051119343.59,768071158.64,0.0,0.0,0.0,620865739.91,0.0,396751394.07,66106694.34,0.0,0.0,16830.46,0.0,11012.09,0.0,29197538.23,8605834.719999999,3897036.4,15974007.48,996115.53,21020300.24,0.0,0.0,1900.86,0.0,277503.44,926355344.52,10329349.74,0.0,183840.71,718232353.7199999,0.0,0.0,1800.0,51288322.27,5581679.87,386857.25,2044679.77,0.0,35906604.65,2768239.92,0.0
Consumer Electronics,6508800.0,0.0,0.0,117664240.53,0.0,0.0,0.0,43083217.15,0.0,0.0,51796.2,0.0,0.0,0.0,0.0,123373800.0,0.0,0.0,0.0,0.0,3817072.93,0.0,1243078.97,117617666.95,0.0,68392755.42,849100.0,0.0,0.0,87811517.2,0.0,0.0,0.0,0.0,0.0,0.0,31223845.619999997,0.0,5795148.05,0.0,21268379.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136122057.67000002,0.0,0.0,0.0,0.0,0.0,0.0,39177334.75,203051300.0,0.0,0.0,0.0,0.0,2182900.0,9519439.77,0.0,0.0,0.0,16164200.0,0.0,0.0,0.0,0.0,0.0,110981.0,0.0,0.0,0.0,0.0,0.0,0.0,3192527.67,954719.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18950763.23,86980.36,0.0,14038670.47,0.0,0.0,0.0,0.0,13366897.52,0.0,0.0,0.0,7557432.58,0.0,0.0
Consumer Staples Merchandise Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2591132.04,566.04,0.0,0.0,70754.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978219948.3000001,0.0,985364.58,0.0,0.0,249442.03,0.0,1319036.11,0.0,0.0,0.0,0.0,215246.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108000.0,57551542.95,0.0,0.0,0.0,0.0,0.0,0.0,92122.59999999999,0.0,0.0,0.0,6922999.119999999,0.0,22641509.43,0.0,0.0,0.0,0.0,6700944.0200000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351258722.34,0.0,0.0,0.0,0.0,44038382.09,815225.89,0.0,0.0,472898.97,1472110.93,0.0,0.0,107917289.34,0.0,0.0,0.0,0.0,0.0,0.0,796827.9299999999,0.0,971628.88,0.0,0.0
Copper,0.0,0.0,0.0,0.0,0.0,0.0,9344904.34,0.0,0.0,0.0,744110.6,0.0,70575.48,0.0,0.0,0.0,0.0,0.0,0.0,22832300.919999998,132791.63,0.0,50869.47,0.0,0.0,0.0,0.0,204538013.39000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12390743.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9064194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85299.17,0.0,0.0,0.0,0.0,31464432.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127277172.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13831908.56,0.0,0.0,0.0,175638435.20999998,13113688.620000001,0.0,0.0,0.0,21071983.85,0.0,0.0
Distillers & Vintners,145715.53999999998,0.0,0.0,1225768.4,10952347.22,0.0,7807224.0,12158885.83,1423932.23,0.0,209531.58,0.0,24903096.16,0.0,0.0,0.0,0.0,0.0,0.0,10590828.02,1079267.24,0.0,1752859.67,0.0,3894.66,38200.0,1255534.9100000001,0.0,1951484515.5,0.0,5975958.49,14008304.59,2303926.95,0.0,0.0,0.0,495180.0,0.0,2714036.19,0.0,3337497.29,220408.0,1390257.0,0.0,0.0,273729.82,197929.25,0.0,442477857.7,0.0,468102.3,0.0,840412.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9811849.260000002,179228782.31,1214711.36,0.0,0.0,3558682.35,0.0,0.0,0.0,0.0,94046227.41,0.0,1619424.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38195.56,68381469.35,183771927.32,21019280.57,32842759.28,0.0,0.0,0.0,460423.5,40406598.43,59304518.59,0.0,1752.21,10353941.56,0.0,0.0,3492183.87,70907188.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Distributors,59580.9,1048717.6,3535769.78,0.0,157563.11,0.0,90757419.22,0.0,0.0,102502699.4,57285948.36000001,0.0,0.0,0.0,14153861.32,36200.0,0.0,0.0,1700679.65,36972288.9,6943461.380000001,0.0,313050604.55,3099400.0,22492313.81,187535595.72,119475635.92,591126.74,0.0,912826282.2,3377760.19,3704013.06,0.0,1541965.58,0.0,4819629.02,16033145.66,11400701.899999999,7604582.45,9112465.92,1402979.67,61502347.019999996,0.0,0.0,11747284.37,0.0,253174800.0,0.0,90130.09,0.0,0.0,12518006.31,75812871.26,43565008.83,3513485.19,1587284.1600000001,9905.66,0.0,0.0,1787532.52,345195369.6,0.0,3733341.0,0.0,0.0,9718782.71,56370.07,0.0,0.0,0.0,362674586.95000005,0.0,874148.89,0.0,59341.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765743.4,108428753.29,765457.35,9768.0,16578800.0,0.0,230683242.47,604.8,188.68,48293694.12,69436710.93,0.0,0.0,28428397.14,0.0,0.0,7600.0,3346287.98,4725690.88,45261427.63,74311741.37,0.0,3852903.96,0.0,0.0
Diversified Chemicals,0.0,50933.62,0.0,28343834.17,16178598.229999999,7513701.5,4916495.57,3392518.54,735329.74,192055000.0,8313462.859999999,0.0,27950968.41,112146.22,36887998.01,440430.03,0.0,0.0,4345280.7,1630434856.99,41732709.6,0.0,80294006.92999999,186185196.57,43794134.78,1122598.42,0.0,0.0,10599314.969999999,4643340.2,3978239504.73,207718046.86,2687345.14,0.0,0.0,47105143.23,725670531.54,0.0,15120782.41,13188531.96,142251490.07999998,1376000.0,0.0,14844466.86,0.0,96662083.8,2053.1,0.0,0.0,0.0,0.0,364126198.71999997,315950651.09,229670682.35000002,4550000.0,10598209.61,0.0,0.0,0.0,14924658.08,104672.57,0.0,782973.95,0.0,0.0,289345763.05,8844.37,0.0,0.0,0.0,152946561.03,0.0,5664709.71,0.0,0.0,98699.12,14330816.16,0.0,10399082.58,813462.11,540009240.65,9680.31,39353592.33,352091501.03000003,7680806.779999999,39974347.86,0.0,6851218.05,16794288.9,433962.26,0.0,57357453.12,19484001.45,0.0,0.0,85666923.63000001,0.0,0.0,22086071.4,548286202.87,1691947.35,162509.44,75921643.72999999,79458779.85,126384535.79999998,5143570.83,0.0
Diversified Metals & Mining,0.0,123629917.85,0.0,720561.0,74010414.05000001,1132075.47,504950812.78,0.0,1256846.05,55250364.42,205859850.13000003,0.0,93483670.86,0.0,4554352.06,250000.0,0.0,0.0,7932340.11,1053142911.2700001,161636813.84,0.0,46939248.53,3642974.9699999997,62977782.26,0.0,52610035.45,0.0,460428.92,2754107.1,33085642.58,9386009353.42,229652.21,0.0,0.0,48766.04,844035030.86,18567120.73,26359776.84,639856211.16,0.0,108194.9,0.0,0.0,0.0,1003707.13,3917527.0,0.0,0.0,0.0,86422441.72999999,79646.02,465840751.98,0.0,55760.0,0.0,0.0,0.0,0.0,0.0,1644674.1800000002,0.0,7569018.45,0.0,0.0,256184866.88,84905.66,0.0,360018.64,66191.39,266794919.31,0.0,63506471.69,0.0,0.0,0.0,0.0,0.0,51740732.96,1237435.11,0.0,0.0,16000.0,67357467.44,0.0,12711128.05,0.0,0.0,1009433.94,59421070.77,0.0,1017760038.78,0.0,0.0,0.0,997409421.4200001,0.0,0.0,2141619.92,3467569390.01,131188550.78,247638.24,230313.9,500755.0,23751325.52,1375.22,0.0
Diversified Support Services,0.0,0.0,0.0,7543793.28,21665950.93,0.0,64469342.94,0.0,258.02,157766418.74,0.0,0.0,0.0,0.0,0.0,66698.89,0.0,0.0,2017284.62,49682568.92,472538.76,0.0,133961934.32000001,4646000.0,0.0,0.0,0.0,0.0,0.0,2133300.92,1063588.72,3173698.03,400501726.48,55500.0,0.0,47679857.14,96735000.85,0.0,1467233.8599999999,59871558.5,1158029.8,0.0,0.0,0.0,0.0,0.0,454323.56,0.0,0.0,0.0,0.0,138761.06,28856012.77,0.0,0.0,59405.94,0.0,0.0,0.0,22572.41,2312444.08,0.0,93599.81,0.0,0.0,60534607.53,13231058.54,0.0,0.0,0.0,1346502.25,0.0,92494929.87,0.0,943.4,0.0,32975.61,0.0,0.0,0.0,0.0,0.0,154400.0,30945263.19,0.0,1996.22,0.0,0.0,22495837.79,48230.61,0.0,362355161.18,2918138.42,2290.18,2090082.86,8843627.39,0.0,0.0,82580.9,14790600.0,879864.0,0.0,16287877.07,0.0,78852.86,10692794.0,0.0
Drug Retail,0.0,560911230.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55954562.97,0.0,20379786.24,0.0,0.0,0.0,0.0,0.0,0.0,215949.84,587078628.56,0.0,62380.0,0.0,0.0,0.0,3773.58,0.0,0.0,0.0,0.0,0.0,0.0,175907383.16,0.0,0.0,72046589.72,0.0,149332.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407274817.42,0.0,136356.44,0.0,0.0,0.0,0.0,0.0,272951477.0,0.0,56100.47,0.0,0.0,232938120.82999998,0.0,0.0,0.0,0.0,702453709.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4028454.2600000002,0.0,0.0,0.0,0.0,192765132.12,26067701.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7567.25,465643.39,0.0,1717492.22,0.0,0.0,0.0,0.0
Education Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099855.8,0.0,0.0,0.0,0.0,3913207.55,0.0,0.0,0.0,0.0,0.0,0.0,2279909.53,0.0,0.0,0.0,0.0,0.0,503773.57,0.0,0.0,0.0,0.0,0.0,102473998.29,0.0,3385306.9000000004,0.0,1323584.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58665.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3410.55,0.0,293142.12000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85160.38,0.0,0.0,0.0,299373.63,0.0,0.0,0.0,0.0,0.0,68867.92,0.0,0.0,0.0,9162197.45,0.0,0.0,19951813.38,24420038.93,0.0,0.0,0.0
Electric Utilities,0.0,0.0,0.0,333643.58,5660.38,22641.52,407670.81,0.0,0.0,0.0,5660.38,0.0,337055.48,554516.81,3366254.86,0.0,0.0,0.0,0.0,22394601.15,0.0,0.0,440497125.84000003,2702796.07,1249786.75,0.0,9923754.67,0.0,830188.67,0.0,52388360.239999995,31224999.939999998,291084.92,0.0,59433.96,2925094796.65,31765779.619999997,0.0,112031233.45,11366078.2,1386792.22,0.0,0.0,4400.0,0.0,8600388.97,13154240.23,0.0,0.0,0.0,0.0,48587299.019999996,5162998.36,0.0,5660.38,347802.55,0.0,0.0,0.0,11320.76,0.0,0.0,0.0,0.0,0.0,5055037.82,539900.0,0.0,0.0,0.0,398968514.24,0.0,0.0,0.0,0.0,0.0,57500.0,0.0,0.0,0.0,0.0,894339.6000000001,589924.53,32992483.15,5660.38,688700.0,0.0,0.0,0.0,0.0,0.0,748134717.55,0.0,0.0,0.0,8849912.49,0.0,0.0,271985828.89,123921291.33,9191709.43,1432912.72,44596717.379999995,0.0,8550474.41,150596837.07,0.0
Electrical Components & Equipment,1619750.0,373970576.18,59862807.300000004,53268654.45999999,30106160.52,2346518.5,1804721155.4899998,7737895.56,50533906.85,495526568.03,1451234273.18,170904423.5,6900781.55,109281.32,76846188.57,474590383.39,0.0,1590177.08,4305605.54,1909668757.83,1205222996.37,9265438.24,3685578444.27,363311207.15,42895983.24,0.0,810065.64,27595161.869999997,25511079.049999997,304086492.53000003,1530046882.48,1274009944.18,24947821.23,23650931.37,0.0,32092716.25,12300116178.97,2417973.56,643246020.1600001,449656720.66,118488681.07000001,146162952.02,0.0,1553.4,5530783.21,2787.61,4866557.77,0.0,68075.04,0.0,116670346.41000001,819065874.03,284223253.23,507957113.9,68804562.03,6135618.2,80353983.2,0.0,105007.45,34108553.66,311805757.40999997,0.0,105475705.11,0.0,0.0,3612842747.08,42115066.300000004,0.0,11090343.86,0.0,1803506170.53,0.0,912547906.37,0.0,6297115.92,9040269.5,4594160.6,0.0,30379.89,0.0,23707.96,0.0,23727092.859999996,399157400.91,27827381.27,45737770.050000004,2640335.79,3929353.26,44854539.51,129579241.67000002,70038485.64,1901875095.72,892344497.54,890861.3200000001,1924596.9,2453399867.34,0.0,0.0,1094734.71,4209915595.41,235865900.41,24475092.03,281428789.13,31137860.020000003,146443535.74,37625375.81,0.0
