Supplier_Industry,Advertising,Aerospace & Defense,Agricultural & Farm Machinery,Agricultural Products & Services,Air Freight & Logistics,Airport Services,Aluminum,Apparel Retail,"Apparel, Accessories & Luxury Goods",Automobile Manufacturers,Automotive Parts & Equipment,Automotive Retail,Biotechnology,Brewers,Building Products,Cable & Satellite,Casinos & Gaming,Coal & Consumable Fuels,Commercial Printing,Commodity Chemicals,Communications Equipment,Computer & Electronics Retail,Construction & Engineering,Construction Machinery & Heavy Transportation Equipment,Construction Materials,Consumer Electronics,Consumer Staples Merchandise Retail,Copper,Distillers & Vintners,Distributors,Diversified Chemicals,Diversified Metals & Mining,Diversified Support Services,Drug Retail,Education Services,Electric Utilities,Electrical Components & Equipment,Electronic Components,Electronic Equipment & Instruments,Environmental & Facilities Services,Fertilizers & Agricultural Chemicals,Food Distributors,Food Retail,Footwear,Forest Products,Gas Utilities,Gold,Health Care Distributors,Health Care Equipment,Health Care Facilities,Health Care Services,Health Care Supplies,Health Care Technology,Heavy Electrical Equipment,Highways & Railtracks,Home Furnishings,Home Improvement Retail,Homebuilding,Homefurnishing Retail,"Hotels, Resorts & Cruise Lines",Household Appliances,Household Products,Housewares & Specialties,Human Resource & Employment Services,Industrial Gases,Industrial Machinery & Supplies & Components,Integrated Telecommunication Services,Internet Services & Infrastructure,Leisure Facilities,Leisure Products,Life Sciences Tools & Services,Marine Ports & Services,Marine Transportation,"Metal, Glass & Plastic Containers",Motorcycle Manufacturers,Movies & Entertainment,Office Services & Supplies,Oil & Gas Drilling,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Oil & Gas Refining & Marketing,Oil & Gas Storage & Transportation,Other Specialty Retail,Packaged Foods & Meats,Paper & Plastic Packaging Products & Materials,Paper Products,Passenger Airlines,Personal Care Products,Pharmaceuticals,Publishing,Rail Transportation,Renewable Electricity,Research & Consulting Services,Restaurants,Security & Alarm Services,Semiconductors,Soft Drinks & Non-alcoholic Beverages,Specialized Consumer Services,Specialty Chemicals,Steel,Technology Distributors,"Technology Hardware, Storage & Peripherals",Textiles,Tires & Rubber,Trading Companies & Distributors,Water Utilities,Wireless Telecommunication Services
Automotive Parts & Equipment,124343951.73,25220452.650000002,122836743.68,0.0,551898500.0,0.0,38801237.85,14214989.93,123394.65,8230969569.34,20636149890.44,4533169677.110001,589225.6599999999,0.0,17685677.88,2049807.01,0.0,0.0,70369865.79,222242738.58,1647357990.99,58493727.19,478103266.51,191156088.69,18436808.55,37432953.2,0.0,0.0,84246815.91,43463289.14,88619289.81,361357098.06,0.0,8776275.57,10943608.209999999,707668498.95,2818916732.07,15179667.42,201251546.13,4278569.46,10294090.65,0.0,115041046.37,0.0,0.0,0.0,11872028.22,0.0,20553881.66,0.0,10000.0,700610679.04,998794173.21,826533460.95,730730.0,176119546.63,0.0,0.0,0.0,363313083.39,21778391.17,0.0,149576541.48,0.0,238266.64,5676774368.22,264536393.84,0.0,16315036.45,0.0,787349667.72,0.0,58916.02,0.0,18840921.68,0.0,55762007.83,9905900.0,0.0,0.0,159495983.95,58797858.66,330824332.8,129337688.05000001,231720966.72,99579870.93,12443451.33,0.0,699933648.25,28374170.46,32713176.740000002,184734274.84,119385194.6,12690459.52,0.0,582764452.73,0.0,0.0,726493.04,646448483.37,448424250.63,43416794.38999999,50780674.46,365684819.09000003,1499275908.02,0.0,20942353.29
Automotive Retail,8589.08,0.0,405660.38,0.0,0.0,50750332.92,0.0,0.0,0.0,223647989.96,685148548.8800001,514247080.66,0.0,0.0,0.0,4070207.96,0.0,0.0,250130.94,127118816.73,207547.17,0.0,158615637.16,0.0,0.0,0.0,0.0,0.0,0.0,2166716.27,40089995.6,0.0,0.0,0.0,0.0,0.0,995596.75,0.0,26073978.76,3807227.52,39283185.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283248495.09999996,429641962.31,479873.11,0.0,0.0,0.0,0.0,0.0,0.0,4347146.03,0.0,0.0,0.0,378151239.62,8841221.93,0.0,0.0,0.0,0.0,0.0,4377601.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6693.06,0.0,0.0,0.0,0.0,0.0,0.0,511272.32,42786802.519999996,0.0,0.0,220020380.17999998,0.0,0.0,0.0,88351327.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Biotechnology,0.0,0.0,0.0,23242566.7,0.0,0.0,1865702.05,0.0,16305659.55,0.0,723043.21,0.0,436284290.70000005,0.0,29451116.09,4376782.46,0.0,35905784.76,0.0,1045443734.47,36893883.33,0.0,395063.19,23470009.71,821318.77,72873600.0,0.0,10294370.6,316274074.09000003,508602.13,62757099.74,28926809.89,0.0,0.0,0.0,0.0,148075054.8,0.0,0.0,188060.43,0.0,0.0,0.0,0.0,0.0,0.0,7739590.43,0.0,0.0,0.0,134704758.65,41249556.11,28294316.46,62253995.15,0.0,0.0,0.0,0.0,0.0,0.0,8970181.1,0.0,4886622.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360717478.06,0.0,6679286.390000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38616065.87,0.0,994725700.27,0.0,0.0,122138329.76,0.0,0.0,242052.19,119253144.5,0.0,0.0,65464845.45,16960488.91,0.0,20961442.29,613.0,0.0,0.0,0.0,0.0,0.0,12529662.25,0.0
Brewers,0.0,0.0,0.0,0.0,5192793.0,0.0,0.0,0.0,0.0,7513.24,3577495.58,0.0,0.0,1940026168.89,0.0,0.0,0.0,37638.93,0.0,222008100.0,0.0,0.0,0.0,0.0,0.0,2125413.79,0.0,0.0,121984509.08000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4867256.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5464094.25,0.0,0.0,3626704.0,0.0,0.0,0.0,0.0,171624698.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838600.0,628400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177463.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Products,0.0,600000.0,0.0,0.0,4013.27,0.0,7827542.66,13212934.27,22193924.38,526525158.75,8464800.0,0.0,8671464.68,314009220.1,2456962562.2400002,47413.79,0.0,0.0,0.0,10309053.38,149842766.96,0.0,563572343.9,66757459.13,3698626.05,0.0,0.0,0.0,0.0,0.0,2640247.84,129562.13,540100.0,207936025.38,787020.77,0.0,488752824.44,296390.19,39812161.97,59688144.53,0.0,709032680.61,0.0,0.0,0.0,276093822.12,0.0,0.0,0.0,0.0,10048990.83,36529308.86,63320625.04,61151870.13,0.0,30546089.9,0.0,0.0,0.0,552400.0,0.0,0.0,10169400.77,0.0,29389052.34,555213359.79,0.0,0.0,0.0,213600.16,114643027.59,0.0,1871030.69,0.0,0.0,448340.8,0.0,0.0,0.0,0.0,800000.0,15929.2,59009100.0,236304.43,0.0,99276.12000000001,0.0,0.0,47392658.63,0.0,0.0,14909887.62,5779810.79,451197.33,0.0,250030066.04,0.0,0.0,0.0,32214532.21,570433605.56,0.0,1556603.79,163861044.24,4164749.73,0.0,0.0
Cable & Satellite,510406475.43,0.0,0.0,0.0,29672.0,0.0,0.0,0.0,13118955.95,0.0,120283018.87,0.0,0.0,0.0,13603773.61,1315349032.43,0.0,0.0,0.0,139999.56,2797861.8400000003,0.0,443368.65,0.0,0.0,329424200.0,0.0,0.0,0.0,161193.04,109773911.57,0.0,159280.97999999998,0.0,36779260.73,0.0,1712353.0,0.0,41056205.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12473.1,0.0,0.0,0.0,0.0,8147256.99,132199815.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2291552.42,0.0,0.0,0.0,0.0,637168.23,226363289.56,0.0,102194.72,0.0,31210973.590000004,0.0,0.0,0.0,0.0,352451486.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805233.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173102.2899999998,0.0,0.0,3732667.99,0.0,0.0,0.0,2456858.96,81458820.44,502150.57,0.0,0.0,4302000.0,0.0,726384882.78
Casinos & Gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7647701.529999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal & Consumable Fuels,0.0,0.0,0.0,0.0,0.0,0.0,36900.0,0.0,0.0,0.0,0.0,0.0,34117208.84,0.0,0.0,0.0,0.0,1840484489.15,0.0,1226259.16,0.0,0.0,5802152.46,0.0,72503.70999999999,0.0,0.0,0.0,0.0,0.0,450701.59,0.0,0.0,0.0,0.0,0.0,1073254.82,0.0,5107527.08,1952701.05,0.0,0.0,0.0,0.0,0.0,203664200.0,0.0,0.0,0.0,0.0,0.0,0.0,422588.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68694.0,0.0,0.0,3536739.25,0.0,0.0,0.0,0.0,43814067.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2901008.12,0.0,153776.39,462158.01,0.0,0.0,0.0,0.0,8532524.020000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684280345.91,122118.6,0.0,0.0,0.0,0.0,75159858.19,0.0
Commercial Printing,18095024.98,0.0,0.0,0.0,0.0,8931.61,0.0,0.0,0.0,5231027.21,133822256.0,0.0,0.0,0.0,29511741.97,337533.73,0.0,0.0,502077572.23,12099331.12,17053343.68,0.0,29485886.46,0.0,1002801353.0500001,0.0,171466331.56,0.0,0.0,0.0,13261343.4,524748.46,4301205.74,0.0,0.0,7909.02,593509893.2,0.0,6094974.890000001,4902362.86,0.0,0.0,0.0,0.0,0.0,0.0,5100.0,0.0,0.0,0.0,28681267.56,29364335.95,153548416.36,15222182.26,0.0,16377233.24,44478.88,0.0,0.0,179173.01,0.0,0.0,347352.5,0.0,0.0,66464090.2,1359150.59,0.0,0.0,0.0,36932472.370000005,0.0,0.0,0.0,27438434.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468255138.35,0.0,0.0,0.0,0.0,0.0,33188465.78,52004408.95,75271682.23,3962543.85,0.0,0.0,9533871.83,0.0,0.0,0.0,24528.3,1756736.04,0.0,3271074.36,430450.94,1311939.08,0.0,0.0
Commodity Chemicals,0.0,33969850.45,0.0,14164512.15,28484387.49,317000801.89,112352301.05,551648224.81,39077443.57,66172022.82,1596477106.76,95347430.98,475787687.43,0.0,93827926.33000001,3521138.04,0.0,17825395.23,20049318.34,18719213050.13,75367601.86,46133415.45,1534304193.7,136228815.51,160582021.62,148717275.05,0.0,8071850.470000001,252163486.35000002,34445208.36,3405061740.19,1868957902.61,9269419.629999999,0.0,205481812.2,36382736.15,416293808.21000004,98872884.98,332170474.5,784716062.55,4975277975.78,6297109.38,0.0,0.0,20603300.0,610229302.38,54881175.72,0.0,0.0,0.0,6576748.920000001,127271798.96,1838554199.8300002,1473894893.81,11683526.66,31414560.43,478014408.95,11918795.39,0.0,6967307.93,245133757.96,11536417.07,306894570.71999997,0.0,0.0,3038892252.02,559524917.79,0.0,2896661.81,424185.0,2069858002.46,0.0,107642814.32,146491916.81,339703.85,196899.5,1415929.2,0.0,31710303.16,0.0,391034476.96000004,708854868.1600001,12321597.1,348723511.6,228164028.07000002,110469210.17000002,16911500.0,0.0,89391142.24,18217082.080000002,43134364.59,1036126577.69,136634425.32,6121665.76,0.0,1571937964.8899999,0.0,6583337.73,113118966.96,1382385295.1399999,249337094.10000002,3052367.46,538351546.8100001,205640847.67000002,298885622.90000004,0.0,0.0
Communications Equipment,0.0,28810625.790000003,47347030.76,6318057.46,22095845.73,2198438.52,34179908.44,0.0,77167927.35,862534420.23,1970016093.37,83103.5,23034877.91,0.0,33715880.33,154647519.49,0.0,13090.51,2654.87,59980764.25,2991331987.38,0.0,492826354.69,786469138.45,99451068.5,6858982.17,0.0,14829536.620000001,0.0,357029297.51,234575216.39999998,358957947.18,960735.8,214710178.39,0.0,9253965.100000001,1287685830.03,47590.86,1314612800.75,4846929.65,803847827.01,159401657.63,0.0,71621518.25,0.0,560423.64,0.0,3773584.8,50125057.849999994,0.0,0.0,861461349.83,1169659173.6799998,96517281.64,150323360.62,6671509.53,0.0,0.0,0.0,56243803.410000004,107822930.81,0.0,3261123.1,0.0,0.0,3958910114.98,665889335.49,0.0,0.0,24605660.21,901544016.0699999,10153503.58,93158206.39,0.0,17579787.39,0.0,326062.71,0.0,0.0,0.0,0.0,0.0,0.0,121106897.6,174539983.64,15929839.63,0.0,44781148.18,857773478.09,6332193.590000001,4875.47,88300133.85,2721514310.0299997,0.0,11644325.379999999,861763257.0699999,0.0,0.0,0.0,3465756763.38,887038511.83,62517111.34,36161726.35,50758571.18,573402821.6999999,162815.8,162548771.01999998
Computer & Electronics Retail,0.0,0.0,0.0,0.0,11181150.44,0.0,0.0,0.0,0.0,3352585.0,39452897.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9635093.42,195393569.23999998,0.0,0.0,270506.97,0.0,0.0,0.0,30801627.63,0.0,44521095.79,0.0,0.0,11816084.78,0.0,10229723.83,0.0,37707559.47,0.0,122801.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5419904.21,0.0,0.0,0.0,0.0,0.0,0.0,11140790.49,638029202.84,0.0,7672317.0,0.0,0.0,111360215.26,69369.95,0.0,0.0,0.0,2928966.05,0.0,0.0,0.0,0.0,0.0,1971729.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30236991.19,0.0,0.0,308036.89,20072788.63,0.0,0.0,0.0,132102708.38,76205625.57000001,0.0,0.0,0.0,1967569.78,0.0,0.0
