Supplier_Industry,Advertising,Aerospace & Defense,Agricultural & Farm Machinery,Agricultural Products & Services,Air Freight & Logistics,Airport Services,Aluminum,Apparel Retail,"Apparel, Accessories & Luxury Goods",Automobile Manufacturers,Automotive Parts & Equipment,Automotive Retail,Biotechnology,Brewers,Building Products,Cable & Satellite,Casinos & Gaming,Coal & Consumable Fuels,Commercial Printing,Commodity Chemicals,Communications Equipment,Computer & Electronics Retail,Construction & Engineering,Construction Machinery & Heavy Transportation Equipment,Construction Materials,Consumer Electronics,Consumer Staples Merchandise Retail,Copper,Distillers & Vintners,Distributors,Diversified Chemicals,Diversified Metals & Mining,Diversified Support Services,Drug Retail,Education Services,Electric Utilities,Electrical Components & Equipment,Electronic Components,Electronic Equipment & Instruments,Environmental & Facilities Services,Fertilizers & Agricultural Chemicals,Food Distributors,Food Retail,Footwear,Forest Products,Gas Utilities,Gold,Health Care Distributors,Health Care Equipment,Health Care Facilities,Health Care Services,Health Care Supplies,Health Care Technology,Heavy Electrical Equipment,Highways & Railtracks,Home Furnishings,Home Improvement Retail,Homebuilding,Homefurnishing Retail,"Hotels, Resorts & Cruise Lines",Household Appliances,Household Products,Housewares & Specialties,Human Resource & Employment Services,Industrial Gases,Industrial Machinery & Supplies & Components,Integrated Telecommunication Services,Internet Services & Infrastructure,Leisure Facilities,Leisure Products,Life Sciences Tools & Services,Marine Ports & Services,Marine Transportation,"Metal, Glass & Plastic Containers",Motorcycle Manufacturers,Movies & Entertainment,Office Services & Supplies,Oil & Gas Drilling,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Oil & Gas Refining & Marketing,Oil & Gas Storage & Transportation,Other Specialty Retail,Packaged Foods & Meats,Paper & Plastic Packaging Products & Materials,Paper Products,Passenger Airlines,Personal Care Products,Pharmaceuticals,Publishing,Rail Transportation,Renewable Electricity,Research & Consulting Services,Restaurants,Security & Alarm Services,Semiconductors,Soft Drinks & Non-alcoholic Beverages,Specialized Consumer Services,Specialty Chemicals,Steel,Technology Distributors,"Technology Hardware, Storage & Peripherals",Textiles,Tires & Rubber,Trading Companies & Distributors,Water Utilities,Wireless Telecommunication Services
Automotive Parts & Equipment,4644682.87,606762.83,0.0,14176.0,619104.69,0.0,7212924.529999999,11752963.12,392960.79,5711217381.47,12301920326.27,709701130.09,1199827.8199999998,0.0,7269000.0,0.0,0.0,0.0,481090.02,58431471.29,1219482169.4399998,8940460.19,319035883.47,422724970.9,44584516.08,17499905.22,0.0,0.0,0.0,41651970.33,6903865.29,33532140.9,0.0,2659974.42,5384376.27,0.0,998348716.77,219102.98,68164292.23,320498.51,9711249.78,0.0,0.0,0.0,0.0,0.0,6042989.38,0.0,5112374.49,0.0,506258160.69,536918.5599999999,316293950.83,111082959.92999999,0.0,47747470.07,0.0,0.0,0.0,10218957.29,66199048.27,0.0,76227583.56,0.0,5832.0,2236782342.92,660633.5900000001,0.0,0.0,0.0,5669690.47,0.0,7150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203946947.29,60229457.89,8863821.67,3073033.37,15466217.99,0.0,247810.59,10302772.040000001,0.0,48922273.14,22781012.659999996,0.0,0.0,155115477.46,0.0,0.0,807233.28,180353145.12,136751271.53,1375277.94,7854835.17,113937793.66,1737265.97,0.0,0.0
Automotive Retail,0.0,0.0,500000.0,0.0,0.0,0.0,18363.0,0.0,0.0,6146.219999999999,25090836.599999998,525949605.04999995,0.0,0.0,0.0,0.0,0.0,0.0,225794.23,10619.47,0.0,0.0,19370622.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7327476.0,0.0,661765.36,13659.18,0.0,2248.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2637287.42,47962.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5014500.0,0.0,0.0,0.0,2086837.5399999998,13001139.59,0.0,0.0,0.0,0.0,0.0,137643.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9449.78,3622.57,0.0,0.0,3971748.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10626.0,0.0,0.0
Biotechnology,0.0,0.0,0.0,13638581.08,0.0,0.0,1755720.87,0.0,10504928.48,0.0,519039.48,0.0,52650040.660000004,0.0,0.0,1111730.12,0.0,17783696.83,0.0,550173103.5,68247505.05,0.0,0.0,25738849.73,549220.06,561900.0,0.0,0.0,90879661.53999999,1289938.29,28314001.83,19723261.59,0.0,0.0,0.0,0.0,10548571.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,55817724.66,15719723.719999999,10431607.6,23971252.43,0.0,0.0,31132.08,0.0,0.0,0.0,16237.9,0.0,2480983.69,0.0,0.0,73584.91,0.0,0.0,0.0,0.0,217221698.0,0.0,3183452.3400000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133889.62,0.0,527197252.32,0.0,0.0,188220915.04,0.0,0.0,0.0,0.0,0.0,0.0,63076814.15,6669155.98,0.0,9045218.73,0.0,0.0,0.0,0.0,0.0,0.0,6187061.69,0.0
Brewers,0.0,0.0,0.0,0.0,2497923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108377719.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989425.63,0.0,0.0,28677008.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193412.0,0.0,0.0,2159158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331397.25,168706.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247383.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Products,0.0,225862682.18,0.0,0.0,0.0,15170.64,19521835.05,29038.16,16949450.21,42262089.2,21918359.849999998,0.0,4303544.32,184625245.23,2786667382.42,0.0,0.0,0.0,0.0,2520517.5300000003,9362291.530000001,0.0,287602417.92,45138613.78,98582.38,143751215.48,0.0,0.0,0.0,0.0,96193011.82,141218.46,334900.0,0.0,488568.66,0.0,298067056.61,46153.0,10929481.33,4792623.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.58,81447257.6,14512.79,9307088.23,10094356.25,0.0,0.0,0.0,391300.0,7610.62,0.0,194871309.26999998,0.0,20507825.01,2769167.31,0.0,0.0,0.0,0.0,48158689.75,0.0,1071906.93,0.0,0.0,241914.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510314.84,29666.06,36685.47,0.0,0.0,1960077.15,0.0,0.0,2427216.99,3190536.94,0.0,0.0,13471517.82,0.0,0.0,0.0,0.0,49514.48,0.0,212264.16,6124891.47,219497.43,0.0,0.0
Cable & Satellite,210184558.63000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4770802.54,0.0,0.0,0.0,0.0,0.0,0.0,492713024.03,0.0,0.0,0.0,0.0,270223.88,0.0,3935504.0,0.0,104962.5,34884700.0,0.0,0.0,0.0,60293.51,0.0,0.0,42065.77,0.0,0.0,0.0,66559.17,0.0,124269.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134027.43,0.0,0.0,0.0,0.0,0.0,37403052.699999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943396.26,0.0,0.0,0.0,0.0,237.74,262169.04000000004,0.0,0.0,174876.77,1155932.04,0.0,0.0,0.0,0.0,38003982.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109574.34,0.0,0.0,1924555.2899999998,0.0,0.0,0.0,0.0,143396.22,0.0,0.0,0.0,14.15,0.0,0.0
Casinos & Gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2204658.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal & Consumable Fuels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20082724.48,0.0,0.0,0.0,0.0,2033961844.65,0.0,2400035.15,0.0,0.0,0.0,0.0,125518.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48826.8,0.0,0.0,0.0,0.0,0.0,0.0,119816900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4465375.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924029.8200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78663310.91999999,0.0,0.0,0.0,0.0,0.0,367972.54,0.0
Commercial Printing,4955889.18,1460610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923470.82,68638769.9,0.0,0.0,0.0,179700.0,839622.64,0.0,0.0,83440363.23,1791183.03,11996302.57,0.0,0.0,0.0,654610381.27,0.0,105919556.91,0.0,0.0,0.0,33469.61,362127.26,1399413.39,0.0,0.0,9393.36,278291799.68,0.0,1834963.5399999998,2651740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2185129.56,0.0,0.0,7053899.65,0.0,0.0,0.0,4459017.41,0.0,0.0,33000.0,0.0,0.0,21165818.02,509433.96,0.0,0.0,0.0,474354.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168909401.29000002,0.0,3246854.98,0.0,0.0,0.0,32898735.77,19306984.26,1063400.0,6945121.75,0.0,0.0,8129499.62,0.0,0.0,0.0,0.0,7252796.029999999,0.0,293009.64,203066.05,450042.56000000006,0.0,0.0
Commodity Chemicals,0.0,20063976.94,0.0,32499711.46,11373131.02,10048.46,47440099.19,603669.73,73638089.60999998,57320.83,280041721.82,27402.0,224858775.82999998,0.0,38790138.63999999,16301.84,0.0,73037652.03,0.0,8022422936.28,4762993.64,0.0,86305943.71,19412704.48,78303649.85,71117315.38,0.0,17511762.7,54083825.09,7265961.49,595375029.63,352950979.92,0.0,0.0,0.0,623.01,411575918.76,34418740.07,339886075.80999994,522481729.17999995,2471227574.71,143930.72999999998,0.0,0.0,180617.54,268897834.51,29409157.8,0.0,0.0,0.0,1413232.6600000001,151989341.73000002,390253989.26,440498642.70000005,1769.91,0.0,0.0,11203773.6,0.0,9625461.49,87356798.86,109963713.09,39699317.61,0.0,0.0,499642697.35,210382958.26,0.0,0.0,0.0,294453181.35,0.0,0.0,75644827.63,253626.98,0.0,7924.53,0.0,0.0,0.0,43067708.14,248909524.27,16130.19,70041781.42999999,216170359.35,57686166.45,7900.0,0.0,27466482.990000002,4858276.05,12389.38,79818230.88,3919308.4899999998,0.0,0.0,338238662.90999997,0.0,0.0,0.0,241857236.45999998,73100039.49,107348.67,73097571.16,43137371.32,126085935.64,0.0,0.0
Communications Equipment,0.0,12701764.25,10534862.379999999,2802953.42,0.0,1036966.9,95881420.25,0.0,36458783.32,4163611.11,442638280.3,0.0,5313679.24,0.0,0.0,989345.09,0.0,0.0,6000.0,39422859.61,690088994.49,0.0,107111366.73,207455012.36999997,38456074.46,3161005.45,0.0,0.0,0.0,647244.12,20315491.369999997,234877082.92000002,37741451.46,156930829.35,0.0,11445976.92,331625634.75,16937.72,484949887.28999996,2732541.32,638059905.25,76289967.6,0.0,40707627.2,0.0,242144.07,0.0,0.0,3101886.79,0.0,66859.0,11607809.39,607338230.5699999,3477011.1999999997,0.0,3358063.85,0.0,0.0,0.0,268559.2,16652070.99,0.0,1453.98,0.0,0.0,930988835.54,9373882.86,0.0,0.0,0.0,275766011.08,0.0,3113.21,0.0,0.0,0.0,33842974.18,0.0,0.0,0.0,0.0,0.0,0.0,79095876.11,5750224.8,6481573.51,0.0,10424716.31,209323688.32999998,2493626.88,985.85,30461359.57,404563261.03,0.0,0.0,112421261.06,0.0,0.0,0.0,2534011405.87,86329560.28,16710842.09,22713161.34,3364587.7,9976948.32,963853.88,0.0
Computer & Electronics Retail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222997.34,0.0,0.0,0.0,8182250.4,0.0,0.0,0.0,0.0,0.0,0.0,2881648.7700000005,2201191.19,0.0,0.0,22130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119903.11,0.0,0.0,0.0,571579.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578477.11,0.0,0.0,0.0,0.0,0.0,0.0,139891.91,0.0,0.0,0.0,0.0,0.0,449214.4,94474.84,0.0,0.0,0.0,125462.26999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66762000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833584.92,0.0,0.0,0.0,784316.28,0.0,0.0
Construction & Engineering,0.0,0.0,0.0,138145017.5,485731619.09,95214019.28,24761763.87,0.0,0.0,239328172.10000002,77063283.24,81517658.79,0.0,0.0,4671901.95,372975.45,0.0,3913197.0,0.0,204008976.06,66177866.79,0.0,7664349540.19,2676783.11,135325223.98,502770.0,0.0,0.0,22534547.259999998,4190545.55,52661919.59,32875612.89,34984922.89,0.0,0.0,141970.28,347554912.63,670191.12,10558575.17,335174460.24,9647237.69,0.0,0.0,224700.0,0.0,140104200.42,9831606.93,0.0,0.0,0.0,0.0,52373.85,15524770.06,639800067.29,223180878.68,3395441.94,0.0,0.0,0.0,26700157.77,0.0,0.0,9357700.19,0.0,0.0,307924560.63,4054839.2399999998,0.0,0.0,799734.75,313114559.82,1741666.67,0.0,0.0,29074514.75,59699814.43,0.0,150000.0,2283193.1799999997,0.0,8043539.67,358490.56,2865168.96,14058679.71,5914193.62,99290.3,7000000.0,0.0,51834815.0,0.0,811673.02,1701130587.41,219565087.06,195106.26,1440693.06,741404441.75,0.0,0.0,1302550.6,138803170.89000002,75655318.21000001,557.52,29015485.54,0.0,745334.83,12406482.0,0.0
