Supplier_Industry,Advertising,Aerospace & Defense,Agricultural & Farm Machinery,Agricultural Products & Services,Air Freight & Logistics,Airport Services,Aluminum,Apparel Retail,"Apparel, Accessories & Luxury Goods",Automobile Manufacturers,Automotive Parts & Equipment,Automotive Retail,Biotechnology,Brewers,Building Products,Cable & Satellite,Casinos & Gaming,Coal & Consumable Fuels,Commercial Printing,Commodity Chemicals,Communications Equipment,Computer & Electronics Retail,Construction & Engineering,Construction Machinery & Heavy Transportation Equipment,Construction Materials,Consumer Electronics,Consumer Staples Merchandise Retail,Copper,Distillers & Vintners,Distributors,Diversified Chemicals,Diversified Metals & Mining,Diversified Support Services,Drug Retail,Education Services,Electric Utilities,Electrical Components & Equipment,Electronic Components,Electronic Equipment & Instruments,Environmental & Facilities Services,Fertilizers & Agricultural Chemicals,Food Distributors,Food Retail,Footwear,Forest Products,Gas Utilities,Gold,Health Care Distributors,Health Care Equipment,Health Care Facilities,Health Care Services,Health Care Supplies,Health Care Technology,Heavy Electrical Equipment,Highways & Railtracks,Home Furnishings,Home Improvement Retail,Homebuilding,Homefurnishing Retail,"Hotels, Resorts & Cruise Lines",Household Appliances,Household Products,Housewares & Specialties,Human Resource & Employment Services,Industrial Gases,Industrial Machinery & Supplies & Components,Integrated Telecommunication Services,Internet Services & Infrastructure,Leisure Facilities,Leisure Products,Life Sciences Tools & Services,Marine Ports & Services,Marine Transportation,"Metal, Glass & Plastic Containers",Motorcycle Manufacturers,Movies & Entertainment,Office Services & Supplies,Oil & Gas Drilling,Oil & Gas Equipment & Services,Oil & Gas Exploration & Production,Oil & Gas Refining & Marketing,Oil & Gas Storage & Transportation,Other Specialty Retail,Packaged Foods & Meats,Paper & Plastic Packaging Products & Materials,Paper Products,Passenger Airlines,Personal Care Products,Pharmaceuticals,Publishing,Rail Transportation,Renewable Electricity,Research & Consulting Services,Restaurants,Security & Alarm Services,Semiconductors,Soft Drinks & Non-alcoholic Beverages,Specialized Consumer Services,Specialty Chemicals,Steel,Technology Distributors,"Technology Hardware, Storage & Peripherals",Textiles,Tires & Rubber,Trading Companies & Distributors,Water Utilities,Wireless Telecommunication Services
Automotive Parts & Equipment,139639919.9,592606.87,86344353.97,0.0,712923266.21,15207365.43,497112689.81,830870869.2599999,35289786.11,9978056011.51,21750229068.78,3839729286.16,2817780.35,0.0,125122575.46,28135.15,0.0,60155.0,58901471.53,1447519947.43,1809263198.8799999,60759162.74,689471365.94,698945143.9399999,323515655.71999997,21105316.9,0.0,13139093.4,90110454.8,127946622.27,180761735.36999997,825092946.21,6255200.0,8544704.98,11936735.1,1009727762.9100001,3436596726.95,14190733.23,131138989.56,104558998.68,36328640.15,0.0,103134045.44,0.0,0.0,386931932.84999996,228640270.47,0.0,26298276.63,0.0,758650666.8000001,2110982420.29,1437803627.68,456899448.14,0.0,124232142.47,0.0,0.0,0.0,165087219.53,109482156.7,0.0,164409565.41,0.0,11664.0,6279903148.29,333998197.0,0.0,0.0,806271.76,1186854974.46,0.0,30319506.29,0.0,52763004.22,0.0,59378682.5,0.0,6743485.96,0.0,120494240.00999999,71433905.8,345798579.36,106199970.42,123642890.75999999,96378315.59,28785881.0,0.0,578902748.1400001,29162905.81,30673160.349999998,183953436.51999998,102174808.39,0.0,0.0,1368158346.74,37983.72,0.0,1211073.54,1824211710.28,522019201.85,14880206.05,4733468.279999999,114809900.45,187271497.9,0.0,29086706.05
Automotive Retail,0.0,0.0,500000.0,0.0,438197.39,1212110.83,18363.0,0.0,0.0,228633993.67000002,348357876.69,1416116137.65,0.0,0.0,0.0,0.0,0.0,0.0,480997.99,319303612.29,165640.0,0.0,106972835.78999999,0.0,1323472.98,0.0,0.0,0.0,0.0,1309102.16,6300.0,0.0,0.0,0.0,0.0,0.0,467310529.56,0.0,30096854.470000003,8500.1,0.0,5189.74,0.0,0.0,0.0,86880.0,0.0,0.0,0.0,0.0,0.0,169811.32,24560555.72,757609761.89,118260.0,0.0,0.0,0.0,0.0,17355430.86,0.0,4491713.14,0.0,0.0,0.0,434347313.3,11267378.6,0.0,0.0,0.0,9377157.66,0.0,4671452.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60813818.51,0.0,0.0,0.0,0.0,477560.0,384180.0,0.0,1359503.35,3490.57,0.0,0.0,287180100.91999996,0.0,0.0,0.0,210093118.45999998,0.0,0.0,0.0,0.0,140914.0,0.0,0.0
Biotechnology,0.0,0.0,0.0,33462661.3,1097081.08,0.0,1153989962.1200001,0.0,20185596.68,0.0,732750.0700000001,0.0,109795348.60000001,5994351.82,1017245.3,17830.2,0.0,32863777.15,0.0,184276127.56,94008914.09,0.0,631698.11,69863152.52,1609049.99,72769900.0,0.0,12007758.319999998,233357450.15,6823183.24,73355592.7,37037668.8,0.0,10250680.49,0.0,21978085.0,51344649.66,0.0,0.0,1256307.59,0.0,0.0,0.0,0.0,0.0,0.0,6825822.59,0.0,0.0,49334.13,116050206.77,62600456.4,21735063.16,76007767.62,0.0,0.0,91006.17,0.0,55497033.67,0.0,11148.41,0.0,254877811.27,0.0,0.0,5482055.89,0.0,0.0,0.0,0.0,1102001566.06,0.0,7854149.74,0.0,0.0,1164000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93820358.74000001,0.0,0.0,0.0,0.0,412686217.14000005,0.0,217746202.51,187297806.56,41106838.09,0.0,0.0,124010399.97,14727076.33,0.0,17474114.43,811925371.32,439934.05000000005,0.0,51236061.77,0.0,6884.4,11359925.7,0.0
Brewers,0.0,0.0,0.0,0.0,6860152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200802524.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2643410.57,0.0,0.0,69020328.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4490259.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4256202.5,0.0,0.0,3506694.0,0.0,0.0,0.0,0.0,19025062.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294100.0,504400.0,756792.0,0.0,0.0,0.0,0.0,48344600.0,0.0,3560451.3,699577.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Products,0.0,600000.0,0.0,0.0,7244847.609999999,23083216.66,22317727.71,143567.32,41515905.76,554756255.1700001,40182524.89,0.0,5403827.33,377272922.5,3025683988.06,0.0,0.0,0.0,0.0,57525417.349999994,153040792.64,0.0,691920260.37,89826616.44,2858.41,365690554.22,0.0,0.0,77361088.22,0.0,693350993.45,185651.81,603073.58,258218137.19,1051500.74,31908282.15,607079854.47,22343537.45,26418989.46,32833355.39,2923607.55,52955.75,0.0,0.0,0.0,337017677.1,0.0,0.0,0.0,0.0,2160.0,655431.52,427609785.55,18749266.04,5262916.66,13763438.83,0.0,0.0,0.0,433000.0,8495.58,0.0,258648597.19,0.0,30488396.15,543834535.61,0.0,0.0,0.0,6338282.18,171292275.44,0.0,2131965.56,0.0,0.0,25676463.31,141215833.66,0.0,0.0,0.0,3937046.15,2660550.48,0.0,7584621.01,0.0,31458.690000000002,0.0,0.0,32434522.49,0.0,0.0,25128350.130000003,1066756121.66,0.0,0.0,271854578.13,0.0,0.0,0.0,86160188.78,90568493.02000001,88667209.64,442050.44,11279346.08,5781571.21,2097742.37,0.0
Cable & Satellite,727153785.84,0.0,0.0,0.0,0.0,0.0,9354845.41,0.0,8359372.300000001,0.0,0.0,0.0,0.0,0.0,0.0,1091578311.6,0.0,0.0,110773.59000000001,81561.19,2972969.04,25246000.0,48754169.33,0.0,0.0,112055500.0,0.0,0.0,0.0,129355.51,0.0,633394.42,46130227.32,0.0,44124969.63,0.0,37316287.98,0.0,37814215.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141982.15,0.0,0.0,0.0,0.0,7864320.25,215069557.11999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8030536.199999999,0.0,25250783.55,0.0,0.0,53151.29,769349114.54,0.0,0.0,175579.5,22531492.5,0.0,0.0,0.0,0.0,72419135.81,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,6139218.55,0.0,0.0,0.0,0.0,2149235.54,2052359.4000000001,0.0,33444835.89,205500.94999999998,0.0,0.0,12313114.74,0.0,0.0,0.0,74409740.23,25741897.38,0.0,0.0,0.0,29887188.69,0.0,0.0
Casinos & Gaming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7315186.459999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal & Consumable Fuels,0.0,0.0,0.0,0.0,2286636.78,0.0,0.0,595417357.95,0.0,0.0,0.0,0.0,32592420.84,0.0,0.0,0.0,0.0,2824349645.2700005,0.0,4655344.08,0.0,0.0,0.0,0.0,162534.09999999998,0.0,0.0,0.0,0.0,0.0,0.0,682422588.37,0.0,0.0,0.0,578659672.54,650701596.4399999,0.0,2396018.4699999997,0.0,14871540.16,0.0,0.0,0.0,0.0,222434900.0,0.0,0.0,0.0,0.0,9318850.78,339884.19,761305147.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23584.91,0.0,0.0,11830223.16,0.0,0.0,0.0,0.0,1153093.42,0.0,48104548.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56615335.970000006,0.0,0.0,0.0,290377.36,0.0,0.0,0.0,1400485559.4399998,0.0,0.0,0.0,0.0,10537.74,1204304.52,0.0
Commercial Printing,19471191.0,0.0,0.0,0.0,11124197.9,940649.48,5852498.22,0.0,0.0,923470.82,113385957.66000001,49377.46,0.0,0.0,390400.0,2169811.31,0.0,0.0,479759113.93,24655881.61,23183706.46,0.0,14501550.8,525964.26,189774864.67,0.0,206339930.69,0.0,0.0,6731.18,116778.47,648886.73,4032338.5,0.0,0.0,330188.68,602065539.8599999,0.0,25186435.12,3956646.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14016874.56,167035102.18,489593.56,0.0,16592917.98,0.0,0.0,1110007.8,11785174.12,0.0,0.0,725187.56,0.0,0.0,94186774.62,849056.6,0.0,0.0,0.0,10174852.93,0.0,0.0,0.0,21477314.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246802556.77,0.0,3914694.22,0.0,0.0,0.0,37953920.2,50029510.48,84060745.42,4168106.05,0.0,0.0,20202257.56,0.0,0.0,452764.76,0.0,8440287.32,0.0,257028.0,8370152.38,2545616.13,0.0,0.0
Commodity Chemicals,0.0,30473469.509999998,0.0,167304825.36,71117856.28,202958576.17000002,324491534.11,453516559.53,229888094.4,70413663.57,3418661108.88,259300.0,492976780.23,0.0,131120653.11,61426219.730000004,0.0,219526579.6,13524757.28,33293772095.05,25933097.75,53218970.230000004,3336339931.1,956826459.78,320266128.0,188194103.0,0.0,52612032.940000005,314068471.28000003,71391443.75,5606876813.36,1746799241.3799999,21345572.31,823008.86,0.0,1900377234.01,3146253640.5299997,39919527.67,930994907.4,1448558059.68,2876187872.85,440386525.09,0.0,0.0,15070100.36,1630940261.2099998,106347264.01,0.0,0.0,0.0,571858194.85,434442237.09999996,1878181576.55,2302979932.7799997,126911969.87,44852532.739999995,257465333.52,11218284.28,0.0,62654379.79000001,253239274.55,145663557.17000002,1078917824.8799999,0.0,50373750.33,3556200979.71,1088999969.05,0.0,1546565.68,114442.0,1700081827.34,0.0,580970243.0699999,572577456.62,136714875.66,5946.98,450434.53,0.0,34911585.78,0.0,119340601.97,637866885.4,16130.19,535390834.0,532584256.48,271910076.32,77037154.72,0.0,54931928.89,14966681.32,32234539.82,4156533074.59,955179940.59,6422676.05,0.0,1942500186.35,980374337.46,5832743.23,188310938.74,5621955196.25,382233364.25,53943620.39,694300146.37,495936656.46000004,598331160.4300001,166164821.20000002,0.0
Communications Equipment,0.0,86929324.67,19925712.5,10276899.09,31881950.76,0.0,329719763.71,0.0,12152239.6,52214898.989999995,1483486161.52,114829.5,7554245.28,0.0,45633.81,78772248.12,0.0,10544390.389999999,269460.67,176407243.0,3636044940.3900003,0.0,644462958.86,571536466.57,115778067.63000001,6808297.47,0.0,14141372.78,91482.0,204038876.46,1765330359.74,323506956.95,11965531.31,280851300.84000003,0.0,28917834.86,1294715073.18,338965.08,1254074096.39,24685593.54,16389005.1,138277297.45999998,0.0,85537808.92,0.0,66559777.84,0.0,2176121.6,3101886.79,0.0,83098.0,582565657.79,2875394765.06,383506789.61,156692939.59,11962697.56,0.0,0.0,0.0,17772888.98,2523061.74,0.0,93454719.38000001,0.0,0.0,3329543422.46,1211413516.33,0.0,0.0,0.0,1936172900.81,961166.66,348652481.68,2043210.95,9573.85,94339.62,49399624.0,0.0,0.0,300764.72,0.0,0.0,0.0,181312868.58,34707822.21,13735651.16,0.0,21213245.62,204209463.28,8264072.2,40894792.45,1052603179.7,1198011940.9099998,0.0,2254241.5,887190155.0,0.0,0.0,0.0,983473262.32,470701370.08000004,33802887.35,33256342.61,42358379.49,16699294.67,224227.59,300322331.65999997
